series_id,geo_id,geo_name,ref_date,ref_period,frequency,value,unit
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-10-01,M,monthly,155.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-11-01,M,monthly,155.8,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2017-12-01,M,monthly,158.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-01-01,M,monthly,156.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-02-01,M,monthly,160.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-03-01,M,monthly,164.4,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-04-01,M,monthly,166.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-05-01,M,monthly,166.8,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-06-01,M,monthly,161.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-07-01,M,monthly,160.2,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-08-01,M,monthly,158.8,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-09-01,M,monthly,161.6,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-10-01,M,monthly,160.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-11-01,M,monthly,157.3,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2018-12-01,M,monthly,161.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-01-01,M,monthly,157.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-02-01,M,monthly,161.8,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-03-01,M,monthly,161.5,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-04-01,M,monthly,164.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-05-01,M,monthly,163.7,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-06-01,M,monthly,157.1,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-07-01,M,monthly,155.9,index
bi_consumer_survey.expectation.consumption_spend_3m,0000,Indonesia (national),2019-08-01,M,monthly,158.8,index
